SensorID,Temp,Salinity,PH,NH4,DO,CA,Timestamp
Sensor-7,18.50,0.66,9.14,57.39,6.34,11.16,2025-06-02 14:18:23
Sensor-8,12.44,0.68,7.18,82.19,0.71,13.51,2025-06-03 07:18:32
Sensor-9,19.17,1.87,4.25,82.82,1.91,4.94,2025-06-02 13:29:50
Sensor-10,22.84,0.84,6.11,46.66,3.85,13.01,2025-06-03 09:04:27
Sensor-11,26.46,0.39,8.13,12.87,5.36,5.12,2025-06-03 05:28:07
Sensor-12,23.06,0.30,6.80,47.38,9.97,7.92,2025-06-02 23:45:07
Sensor-13,27.69,0.44,8.27,44.98,6.15,3.78,2025-06-03 02:54:41
Sensor-14,38.53,0.54,8.74,61.80,8.59,11.97,2025-06-02 17:47:52
Sensor-15,38.41,1.58,4.99,78.67,5.82,13.98,2025-06-02 19:43:38
Sensor-16,14.13,0.78,6.71,87.10,1.86,0.94,2025-06-02 17:30:19
Sensor-17,12.73,1.97,3.10,59.10,2.76,13.09,2025-06-02 18:06:53
Sensor-18,24.99,0.40,7.82,1.06,7.67,7.76,2025-06-03 00:15:59
Sensor-19,24.42,1.97,9.07,58.35,0.25,12.08,2025-06-02 13:54:19
Sensor-20,26.86,0.58,4.81,52.75,6.00,10.92,2025-06-03 02:50:59
Sensor-21,10.68,1.60,3.32,84.62,2.87,12.32,2025-06-03 05:06:03
Sensor-22,26.24,0.19,8.39,27.11,10.50,3.94,2025-06-02 17:47:12
Sensor-23,20.55,0.24,7.90,48.69,7.57,3.60,2025-06-02 11:04:21
Sensor-24,14.20,1.18,4.13,66.75,0.59,13.53,2025-06-02 18:20:45
Sensor-25,10.39,1.41,4.28,94.86,5.03,14.51,2025-06-02 19:16:39
Sensor-26,37.84,0.96,5.62,49.57,11.20,0.27,2025-06-03 01:58:50
Sensor-27,22.81,0.30,6.81,17.27,9.32,5.66,2025-06-02 10:23:11
Sensor-28,25.10,0.77,6.78,65.27,10.55,7.27,2025-06-02 15:08:14
Sensor-29,22.97,0.24,8.19,45.07,8.87,3.07,2025-06-02 16:59:02
Sensor-30,20.52,0.01,8.19,9.68,10.58,3.84,2025-06-02 12:24:50
Sensor-31,22.56,0.49,6.63,11.37,9.62,6.75,2025-06-03 04:20:33
Sensor-32,28.08,0.47,7.03,0.60,6.22,5.89,2025-06-02 14:23:09
Sensor-33,13.96,1.69,6.94,87.08,8.43,6.04,2025-06-03 00:43:17
Sensor-34,12.14,1.32,6.59,43.29,11.99,7.89,2025-06-02 11:38:56
Sensor-35,10.77,1.42,8.24,96.02,11.48,6.46,2025-06-03 06:22:20
Sensor-36,14.67,1.64,9.95,88.85,13.23,9.78,2025-06-03 01:25:08
Sensor-37,39.26,1.09,7.50,65.45,9.62,8.94,2025-06-02 17:26:57
Sensor-38,37.24,0.90,7.54,82.77,2.82,3.95,2025-06-02 11:21:35
Sensor-39,35.47,1.28,5.77,45.89,13.92,6.64,2025-06-02 12:27:12
Sensor-40,21.19,0.22,7.10,46.36,6.55,9.46,2025-06-03 00:00:17
Sensor-41,21.69,0.26,6.98,24.27,8.07,5.77,2025-06-03 00:48:17
Sensor-42,12.56,0.91,7.17,51.44,13.64,8.49,2025-06-03 04:17:47
Sensor-43,26.88,0.16,7.20,46.80,9.99,9.00,2025-06-03 01:20:45
Sensor-44,15.24,1.56,9.01,43.66,2.53,2.01,2025-06-02 13:40:39
Sensor-45,15.61,0.40,6.15,63.56,11.06,7.79,2025-06-03 07:10:16
Sensor-46,21.34,0.49,6.78,31.76,8.28,3.54,2025-06-02 14:02:28
Sensor-47,22.71,0.98,9.79,96.09,4.11,12.50,2025-06-02 20:23:13
Sensor-48,32.58,0.98,8.90,80.67,2.03,11.52,2025-06-02 23:40:59
Sensor-49,23.92,1.24,7.66,93.08,13.17,0.29,2025-06-03 07:15:20
Sensor-50,25.21,0.34,7.28,45.19,11.15,5.64,2025-06-02 15:26:35
Sensor-51,22.81,0.17,6.96,20.06,11.22,6.31,2025-06-02 18:37:26
Sensor-52,21.36,0.12,8.35,4.93,11.53,5.71,2025-06-02 13:15:16
Sensor-53,26.75,0.43,6.50,43.92,9.50,9.94,2025-06-03 03:47:33
Sensor-54,28.61,0.13,7.16,48.57,9.59,9.40,2025-06-03 03:59:20
Sensor-55,22.06,0.25,8.47,15.05,7.50,3.57,2025-06-02 20:34:21
Sensor-56,27.67,1.55,7.79,60.68,8.65,12.79,2025-06-02 19:35:09
Sensor-57,21.27,1.84,3.87,92.83,8.05,8.06,2025-06-03 06:38:10
Sensor-58,27.51,0.49,7.90,28.60,7.69,3.57,2025-06-03 05:08:30
Sensor-59,26.84,0.19,7.07,35.40,9.72,7.47,2025-06-02 15:29:31
Sensor-60,37.77,1.23,4.39,95.28,9.26,1.52,2025-06-02 14:24:56
Sensor-61,21.39,0.37,7.44,47.97,6.08,7.55,2025-06-03 00:23:16
Sensor-62,17.41,1.99,8.75,47.42,3.67,10.22,2025-06-02 22:46:50
Sensor-63,31.63,0.41,4.23,49.62,7.54,6.18,2025-06-03 05:52:15
Sensor-64,22.67,1.64,4.34,42.02,11.05,13.55,2025-06-03 01:36:25
Sensor-65,20.26,1.51,3.20,48.13,5.41,5.95,2025-06-03 07:53:15
Sensor-66,19.04,0.42,8.37,73.22,0.95,14.01,2025-06-03 07:22:25
Sensor-67,38.11,1.30,7.88,53.12,10.22,8.41,2025-06-03 01:06:49
Sensor-68,26.60,0.41,6.54,16.09,5.82,9.56,2025-06-02 09:55:52
Sensor-69,38.93,0.55,8.88,55.21,1.98,4.23,2025-06-03 02:15:44
Sensor-70,32.81,1.61,9.20,45.14,9.49,14.83,2025-06-03 00:03:49
Sensor-71,23.92,0.44,6.67,6.64,8.78,9.00,2025-06-02 23:02:41
Sensor-72,12.96,1.79,3.63,58.12,9.95,8.50,2025-06-02 19:37:19
Sensor-73,15.93,1.99,3.47,57.88,12.73,10.40,2025-06-03 08:29:18
Sensor-74,17.74,1.93,5.99,95.41,4.76,4.31,2025-06-03 06:29:58
Sensor-75,27.40,0.14,6.94,3.73,11.34,4.71,2025-06-03 08:29:37
Sensor-76,24.95,0.46,8.21,42.92,5.27,9.05,2025-06-02 14:19:30
Sensor-77,23.41,0.10,7.98,37.55,6.88,4.73,2025-06-02 11:15:42
Sensor-78,38.30,0.98,9.53,75.95,14.04,5.41,2025-06-02 11:16:48
Sensor-79,20.55,1.03,9.26,94.66,5.68,4.00,2025-06-02 20:43:42
Sensor-80,30.02,1.00,9.96,78.19,7.54,6.19,2025-06-02 16:39:33
Sensor-81,39.63,1.69,9.46,57.76,6.71,5.40,2025-06-03 01:58:14
Sensor-82,22.66,1.29,9.51,86.06,1.24,6.97,2025-06-03 06:49:47
Sensor-83,28.73,0.17,7.09,10.15,5.15,5.10,2025-06-03 06:38:48
Sensor-84,29.95,0.45,6.56,17.89,5.51,9.91,2025-06-02 11:13:12
Sensor-85,26.93,0.02,7.58,41.31,6.32,6.36,2025-06-02 15:37:12
Sensor-86,20.02,0.23,7.07,36.96,11.20,8.61,2025-06-02 16:44:57
Sensor-87,11.72,0.73,5.78,63.30,5.67,2.42,2025-06-02 20:08:00
Sensor-88,25.76,0.33,7.54,1.35,8.77,4.82,2025-06-02 10:13:20
Sensor-89,25.99,0.22,8.35,47.61,7.42,4.45,2025-06-02 19:25:00
Sensor-90,27.69,0.12,7.42,39.45,9.13,6.65,2025-06-02 09:23:48
Sensor-91,28.08,0.38,7.97,25.23,7.25,3.79,2025-06-03 08:26:21
Sensor-92,18.36,1.71,7.12,69.61,8.15,5.23,2025-06-03 01:26:51
Sensor-93,24.11,1.93,8.61,52.63,14.20,5.25,2025-06-02 21:46:22
Sensor-94,29.40,0.13,8.44,4.62,8.34,4.77,2025-06-02 23:06:10
Sensor-95,29.12,0.55,5.83,67.39,2.78,14.40,2025-06-02 11:09:53
Sensor-96,25.44,0.47,8.03,46.96,5.92,6.54,2025-06-03 07:33:58
Sensor-97,34.67,1.18,8.59,89.36,10.36,2.78,2025-06-03 00:13:06
Sensor-98,26.04,0.11,6.72,16.58,10.65,3.53,2025-06-02 16:11:26
Sensor-99,11.24,1.96,7.74,66.53,9.33,9.09,2025-06-03 01:59:52
Sensor-100,10.79,1.78,4.05,43.97,8.90,14.23,2025-06-03 00:22:40
Sensor-1,22.79,0.11,7.46,28.67,11.60,6.42,2025-06-02 22:42:10
Sensor-2,23.11,0.11,6.75,32.28,8.00,6.64,2025-06-02 16:52:16
Sensor-3,12.59,1.80,8.18,47.40,11.86,5.54,2025-06-02 15:46:27
Sensor-4,39.02,0.88,7.38,79.30,10.39,11.21,2025-06-03 05:28:57
Sensor-5,26.70,1.03,9.36,58.67,2.93,13.29,2025-06-03 05:37:02
Sensor-6,21.29,1.47,7.30,60.55,14.00,12.75,2025-06-03 05:54:05
Sensor-7,22.54,0.43,6.92,27.54,11.00,9.24,2025-06-02 10:38:42
Sensor-8,24.01,0.25,8.15,21.62,9.34,7.62,2025-06-03 00:02:20
Sensor-9,23.34,0.01,7.84,19.31,8.95,6.14,2025-06-03 05:43:59
Sensor-10,21.01,1.83,5.91,80.85,7.32,13.07,2025-06-02 15:47:07
Sensor-11,21.83,0.15,7.10,5.85,6.69,7.44,2025-06-02 23:30:40
Sensor-12,23.75,0.04,7.08,49.55,7.31,6.69,2025-06-02 21:39:34
Sensor-13,21.12,0.50,7.30,15.06,7.85,8.83,2025-06-03 08:06:09
Sensor-14,26.76,1.89,9.14,70.95,5.43,1.13,2025-06-03 04:25:22
Sensor-15,27.49,0.95,3.56,53.50,6.93,7.96,2025-06-03 08:14:54
Sensor-16,35.38,1.03,6.56,54.87,7.01,10.62,2025-06-02 21:59:28
Sensor-17,35.33,0.45,6.89,95.18,9.28,11.67,2025-06-02 23:05:59
Sensor-18,26.43,0.43,7.06,8.73,9.11,7.39,2025-06-02 18:06:51
Sensor-19,22.82,0.23,6.72,35.78,11.18,8.52,2025-06-03 06:26:34
Sensor-20,14.04,1.07,8.35,94.11,13.91,11.35,2025-06-02 13:25:09
Sensor-21,33.45,0.86,9.86,88.09,4.65,12.65,2025-06-02 15:40:21
Sensor-22,17.09,0.68,7.08,57.10,11.44,12.27,2025-06-02 15:27:38
Sensor-23,24.67,1.40,9.43,88.93,2.87,3.88,2025-06-02 16:10:21
Sensor-24,33.13,1.48,9.33,44.13,7.72,8.37,2025-06-02 12:27:12
Sensor-25,13.61,0.90,8.18,75.39,13.48,11.66,2025-06-02 21:00:46
Sensor-26,22.01,0.38,7.56,39.61,5.66,5.88,2025-06-03 04:35:41
Sensor-27,23.68,0.06,6.85,47.43,9.55,8.01,2025-06-02 11:40:00
Sensor-28,25.77,0.03,8.22,13.86,8.34,4.12,2025-06-02 14:14:37
Sensor-29,27.26,0.21,7.10,44.01,10.55,8.33,2025-06-02 16:22:31
Sensor-30,25.16,0.20,8.49,0.75,10.48,6.48,2025-06-02 20:56:33
Sensor-31,35.92,0.85,5.66,43.07,8.01,11.75,2025-06-02 16:00:27
Sensor-32,29.93,0.00,7.39,2.73,11.30,7.55,2025-06-02 22:12:24
Sensor-33,25.53,1.76,4.64,90.72,3.84,10.07,2025-06-02 15:23:10
Sensor-34,23.25,0.02,6.96,42.18,9.80,5.39,2025-06-02 18:20:07
Sensor-35,35.79,0.84,6.44,80.38,6.71,1.98,2025-06-02 22:50:56
Sensor-36,35.50,0.89,4.28,43.86,13.01,12.70,2025-06-02 18:59:49
Sensor-37,30.26,1.55,5.22,61.83,1.71,0.85,2025-06-03 07:18:26
Sensor-38,27.14,0.04,8.11,6.34,8.15,7.42,2025-06-03 03:05:43
Sensor-39,27.77,0.22,7.17,43.16,8.97,6.05,2025-06-02 21:20:27
Sensor-40,11.86,1.05,4.67,49.40,8.07,11.09,2025-06-03 07:22:30
Sensor-41,15.11,1.66,6.76,85.32,8.05,2.77,2025-06-02 17:27:00
Sensor-42,25.23,0.06,7.80,16.39,9.74,4.65,2025-06-03 05:44:51
Sensor-43,20.80,0.10,6.85,23.48,8.88,6.33,2025-06-02 16:06:01
Sensor-44,20.45,0.07,7.37,2.74,11.63,8.54,2025-06-02 23:29:08
Sensor-45,37.35,1.35,3.78,60.33,12.44,14.87,2025-06-03 04:27:45
Sensor-46,39.52,0.93,6.83,45.47,6.83,7.73,2025-06-02 23:27:20
Sensor-47,29.35,1.27,4.77,76.51,2.05,7.58,2025-06-02 09:44:34
Sensor-48,16.04,1.69,9.45,82.97,3.47,8.74,2025-06-02 23:42:23
Sensor-49,23.01,0.27,6.71,49.31,8.35,4.20,2025-06-02 19:46:44
Sensor-50,27.95,0.29,7.68,49.02,7.00,8.30,2025-06-03 00:13:32
Sensor-51,25.28,0.22,7.23,22.30,10.82,6.55,2025-06-02 22:40:15
Sensor-52,28.64,0.03,6.80,11.95,8.81,3.33,2025-06-02 10:49:28
Sensor-53,34.13,0.41,9.89,90.87,5.79,11.26,2025-06-02 17:43:37
Sensor-54,20.70,0.40,7.59,26.49,10.61,8.20,2025-06-02 17:52:40
Sensor-55,20.21,0.36,6.85,37.90,6.82,6.13,2025-06-02 20:14:44
Sensor-56,20.42,1.06,8.73,59.78,13.90,8.15,2025-06-02 19:48:27
Sensor-57,24.64,1.28,5.85,76.51,3.89,6.91,2025-06-02 23:35:47
Sensor-58,26.37,0.34,6.84,29.29,7.91,3.47,2025-06-03 07:10:35
Sensor-59,24.67,0.18,6.63,22.60,7.68,7.98,2025-06-02 18:25:12
Sensor-60,36.41,0.88,9.92,77.26,1.16,14.07,2025-06-03 08:31:37
Sensor-61,10.58,1.36,9.05,56.15,9.77,3.31,2025-06-02 14:13:02
Sensor-62,33.67,0.77,6.40,89.61,6.62,10.10,2025-06-02 16:22:13
Sensor-63,12.13,0.86,5.08,96.83,4.71,12.15,2025-06-03 04:54:40
Sensor-64,22.23,1.11,6.58,87.48,9.09,0.59,2025-06-03 07:49:41
Sensor-65,20.85,1.47,4.71,87.35,6.46,11.94,2025-06-03 05:33:17
Sensor-66,26.12,0.26,8.02,8.85,10.91,9.39,2025-06-02 12:32:16
Sensor-67,29.61,0.22,6.92,33.52,8.18,9.85,2025-06-03 01:07:28
Sensor-68,37.75,1.10,7.92,99.54,10.50,6.09,2025-06-02 16:44:14
Sensor-69,32.82,1.84,9.86,52.50,1.35,14.13,2025-06-03 01:23:19
Sensor-70,26.22,0.16,6.76,41.49,8.90,6.38,2025-06-02 16:08:28
Sensor-71,19.43,0.72,5.77,66.94,3.32,14.91,2025-06-02 15:14:29
Sensor-72,29.01,1.48,3.26,81.28,8.11,12.53,2025-06-02 13:28:31
Sensor-73,13.37,1.35,6.84,45.85,9.17,14.11,2025-06-02 21:52:19
Sensor-74,18.14,1.65,5.44,40.78,0.25,11.02,2025-06-02 18:37:54
Sensor-75,24.59,1.44,6.16,96.80,1.26,14.81,2025-06-02 12:54:25
Sensor-76,17.73,1.46,8.33,61.09,7.72,2.68,2025-06-03 06:43:23
Sensor-77,13.69,1.36,5.27,50.40,12.60,13.41,2025-06-02 22:12:57
Sensor-78,23.75,1.35,7.42,46.01,4.66,0.12,2025-06-03 03:16:50
Sensor-79,21.77,1.99,4.61,62.16,6.86,13.36,2025-06-02 11:24:20
Sensor-80,25.03,0.39,7.88,46.72,10.67,7.89,2025-06-02 18:27:03
Sensor-81,21.43,1.88,6.54,59.19,5.47,0.13,2025-06-03 03:12:17
Sensor-82,25.58,0.06,7.00,44.08,6.32,7.76,2025-06-02 23:24:42
Sensor-83,23.69,0.93,3.24,90.16,10.57,3.15,2025-06-02 18:46:25
Sensor-84,25.91,0.42,6.95,35.41,6.00,7.84,2025-06-03 08:23:33
Sensor-85,25.35,0.44,7.05,7.17,9.61,5.01,2025-06-02 14:35:51
Sensor-86,22.07,0.29,6.96,13.07,6.12,7.60,2025-06-02 11:19:17
Sensor-87,27.56,0.40,6.71,2.52,9.66,6.22,2025-06-02 17:36:46
Sensor-88,27.09,0.93,4.61,46.94,10.49,4.66,2025-06-02 11:16:13
Sensor-89,23.72,0.42,6.62,21.37,11.78,8.73,2025-06-03 03:47:10
Sensor-90,29.91,1.30,4.68,70.31,3.41,1.76,2025-06-03 04:33:41
Sensor-91,17.50,1.24,3.51,95.22,6.75,4.74,2025-06-03 07:58:27
Sensor-92,28.94,0.31,7.86,23.24,9.63,3.75,2025-06-03 04:59:59
Sensor-93,36.28,1.60,3.89,75.79,2.36,0.41,2025-06-03 01:09:44
Sensor-94,21.24,1.56,5.59,59.48,13.22,13.07,2025-06-02 20:37:46
Sensor-95,18.79,0.97,4.25,73.47,4.16,1.44,2025-06-03 05:32:01
Sensor-96,17.39,1.41,3.51,74.27,12.57,10.04,2025-06-02 22:24:52
Sensor-97,10.67,0.87,4.40,91.97,5.78,13.80,2025-06-02 22:01:28
Sensor-98,18.64,1.17,3.96,55.01,13.48,9.41,2025-06-03 07:10:09
Sensor-99,35.07,1.70,4.07,96.97,5.13,3.59,2025-06-02 19:34:32
Sensor-100,25.36,0.93,5.56,89.51,7.26,4.51,2025-06-03 00:16:27
Sensor-1,24.75,0.42,7.47,9.80,10.78,4.37,2025-06-02 17:58:02
Sensor-2,23.98,0.37,6.53,42.20,6.31,6.33,2025-06-03 05:49:15
Sensor-3,14.32,0.68,3.36,77.92,3.25,2.27,2025-06-03 00:48:59
Sensor-4,18.08,1.45,7.76,55.80,0.78,2.69,2025-06-03 04:19:52
Sensor-5,23.70,0.44,7.57,23.61,5.13,9.54,2025-06-02 09:24:37
Sensor-6,23.81,0.09,6.64,24.20,9.26,7.95,2025-06-02 14:06:44
Sensor-7,23.40,0.04,8.00,11.47,11.86,4.52,2025-06-02 23:57:42
Sensor-8,16.77,1.93,7.56,72.04,7.54,3.86,2025-06-02 11:30:02
Sensor-9,27.35,0.09,8.30,8.11,11.97,3.97,2025-06-02 13:38:30
Sensor-10,21.21,0.03,7.98,30.01,6.58,5.38,2025-06-03 04:40:34
Sensor-11,24.90,1.08,5.25,77.94,10.61,9.03,2025-06-02 22:00:18
Sensor-12,28.75,0.19,7.42,33.66,9.75,3.88,2025-06-02 12:59:38
Sensor-13,29.31,0.03,8.35,39.34,6.90,5.42,2025-06-02 10:39:41
Sensor-14,23.80,0.02,6.56,3.14,10.18,4.35,2025-06-02 20:21:06
Sensor-15,35.92,1.16,3.69,67.54,12.87,9.87,2025-06-03 00:04:47
Sensor-16,14.24,0.81,7.06,78.32,7.39,5.23,2025-06-03 09:03:24
Sensor-17,21.30,1.87,9.37,41.04,12.29,3.04,2025-06-03 01:10:11
Sensor-18,13.02,0.57,7.47,63.00,14.01,3.45,2025-06-02 13:08:12
Sensor-19,27.09,0.28,8.19,11.90,6.28,7.04,2025-06-02 13:45:17
Sensor-20,26.21,0.46,7.37,9.92,9.32,9.77,2025-06-02 09:41:36
Sensor-21,23.84,0.50,8.02,24.40,6.52,3.65,2025-06-03 03:32:08
Sensor-22,34.66,1.25,4.48,54.94,9.85,7.61,2025-06-02 13:11:42
Sensor-23,10.16,1.07,7.35,69.26,4.33,0.88,2025-06-03 06:09:30
Sensor-24,27.19,0.00,7.28,6.09,7.53,9.95,2025-06-02 19:46:32
Sensor-25,24.88,0.36,6.90,28.68,7.86,6.14,2025-06-03 02:53:17
Sensor-26,16.22,1.60,9.74,47.37,12.65,12.02,2025-06-03 01:41:22
Sensor-27,19.11,0.46,5.74,94.23,8.99,9.59,2025-06-02 10:11:20
Sensor-28,25.53,0.03,8.02,33.27,8.55,9.59,2025-06-02 19:26:49
Sensor-29,12.77,1.73,5.35,93.45,13.28,2.80,2025-06-03 03:43:32
Sensor-30,25.65,0.42,8.42,22.71,7.52,5.64,2025-06-03 07:22:06
Sensor-31,12.07,1.01,5.78,43.73,13.42,3.42,2025-06-02 22:25:32
Sensor-32,20.90,0.38,8.01,20.24,8.71,3.44,2025-06-02 17:35:01
Sensor-33,26.16,0.12,6.75,19.29,6.23,4.13,2025-06-02 09:37:54
Sensor-34,38.99,1.43,3.26,94.95,11.82,9.73,2025-06-03 06:03:02
Sensor-35,28.31,1.46,6.71,74.66,0.19,8.45,2025-06-02 23:24:59
Sensor-36,28.70,0.56,5.03,90.90,9.54,2.86,2025-06-02 23:27:03
Sensor-37,33.44,0.96,7.05,41.79,7.33,2.81,2025-06-03 01:43:36
Sensor-38,24.25,0.24,7.83,40.95,11.15,8.16,2025-06-03 06:27:31
Sensor-39,23.60,0.84,6.90,57.51,10.58,13.63,2025-06-02 10:16:46
Sensor-40,36.29,1.91,5.89,48.49,11.91,4.95,2025-06-03 08:15:29
Sensor-41,20.68,0.01,7.55,9.87,10.72,8.47,2025-06-02 20:16:13
Sensor-42,28.84,0.40,6.82,17.74,8.16,8.26,2025-06-03 08:49:19
Sensor-43,25.30,0.19,7.87,12.45,10.08,7.49,2025-06-02 18:58:12
Sensor-44,27.34,0.14,7.01,25.39,8.94,6.78,2025-06-02 13:37:37
Sensor-45,15.09,1.83,3.43,63.67,6.59,4.48,2025-06-03 07:43:45
Sensor-46,22.80,0.01,8.28,30.69,10.76,4.88,2025-06-02 19:35:50
Sensor-47,25.45,0.48,7.94,24.80,11.76,5.68,2025-06-03 09:21:22
Sensor-48,26.61,1.65,8.46,67.94,2.68,4.01,2025-06-02 18:12:40
Sensor-49,23.41,0.07,6.71,36.19,11.84,5.79,2025-06-03 03:37:39
Sensor-50,38.14,1.95,7.13,51.17,0.23,5.67,2025-06-02 15:20:29
Sensor-51,25.79,0.01,8.37,7.57,6.50,5.25,2025-06-03 06:41:58
Sensor-52,14.75,0.48,4.48,47.76,6.56,2.81,2025-06-02 16:17:14
Sensor-53,21.43,1.74,5.74,96.21,10.90,12.52,2025-06-03 02:08:19
Sensor-54,20.83,0.22,8.43,49.38,5.00,3.33,2025-06-03 08:35:34
Sensor-55,21.48,0.27,7.86,42.77,7.13,8.10,2025-06-03 05:06:47
Sensor-56,33.41,0.77,6.62,64.99,6.82,10.10,2025-06-02 11:22:09
Sensor-57,23.49,0.14,7.82,32.37,5.63,7.84,2025-06-03 04:54:11
Sensor-58,19.28,0.98,4.89,77.68,12.48,5.12,2025-06-03 04:02:29
Sensor-59,27.75,1.77,8.87,57.21,4.96,6.13,2025-06-02 22:30:12
Sensor-60,24.88,0.11,7.88,48.13,11.59,9.37,2025-06-03 08:38:56
Sensor-61,23.89,0.35,7.64,18.84,9.89,5.17,2025-06-02 22:41:41
Sensor-62,28.76,0.39,7.90,4.31,6.58,6.34,2025-06-02 15:55:09
Sensor-63,26.15,0.19,7.60,26.26,7.42,4.49,2025-06-02 10:54:34
Sensor-64,17.77,1.55,7.50,64.03,12.09,7.67,2025-06-02 10:20:19
Sensor-65,26.07,0.09,8.29,5.79,5.86,3.35,2025-06-02 11:00:46
Sensor-66,24.67,0.18,8.01,47.33,11.52,7.47,2025-06-02 12:50:42
Sensor-67,22.99,0.32,6.58,6.55,7.54,7.76,2025-06-02 21:13:07
Sensor-68,18.17,2.00,8.35,68.96,14.80,3.61,2025-06-03 06:48:36
Sensor-69,26.20,1.02,6.32,93.62,0.57,8.92,2025-06-02 11:22:10
Sensor-70,10.67,0.90,5.57,40.82,0.52,2.65,2025-06-03 05:43:43
Sensor-71,11.51,0.83,8.68,88.12,3.09,2.65,2025-06-03 07:32:30
Sensor-72,11.74,1.76,8.40,79.33,2.96,11.42,2025-06-03 04:28:43
Sensor-73,25.96,1.59,8.70,71.26,3.58,6.89,2025-06-03 05:57:59
Sensor-74,22.35,0.17,7.48,47.67,6.99,5.47,2025-06-03 06:26:57
Sensor-75,22.06,0.15,6.58,14.86,5.71,8.11,2025-06-02 11:47:55
Sensor-76,33.69,1.65,9.08,42.66,6.62,3.00,2025-06-02 15:12:42
Sensor-77,31.88,1.62,9.79,57.13,6.31,11.28,2025-06-02 16:49:36
Sensor-78,23.24,0.15,7.04,27.66,9.46,9.77,2025-06-03 02:06:44
Sensor-79,27.35,0.16,6.82,12.21,7.41,3.95,2025-06-02 11:52:36
Sensor-80,22.47,0.42,9.42,96.67,6.86,13.11,2025-06-02 13:05:26
Sensor-81,19.95,0.86,8.72,55.68,2.50,11.18,2025-06-02 09:37:29
Sensor-82,34.91,1.49,7.20,78.95,14.90,11.47,2025-06-02 22:16:12
Sensor-83,17.10,1.38,6.42,95.22,3.06,8.48,2025-06-02 22:47:55
Sensor-84,21.67,0.09,6.63,1.87,8.49,5.94,2025-06-03 01:32:57
Sensor-85,15.18,1.85,9.72,50.52,11.55,0.07,2025-06-02 14:03:38
Sensor-86,29.34,0.82,9.59,46.86,6.27,1.02,2025-06-02 13:13:34
Sensor-87,22.96,0.15,7.48,26.42,7.86,6.81,2025-06-03 00:12:16
Sensor-88,36.43,1.51,3.56,43.51,1.79,10.92,2025-06-02 10:07:43
Sensor-89,17.01,0.44,8.94,49.33,11.46,2.13,2025-06-02 13:33:19
Sensor-90,27.60,0.85,6.00,65.54,10.69,11.32,2025-06-03 08:02:26
Sensor-91,22.66,0.29,7.19,10.45,5.40,6.32,2025-06-03 07:31:29
Sensor-92,12.50,0.55,3.51,73.17,6.12,2.53,2025-06-02 09:52:40
Sensor-93,23.51,0.39,7.95,25.08,9.02,3.61,2025-06-03 05:57:14
Sensor-94,22.57,0.50,3.23,65.46,9.47,14.92,2025-06-03 01:31:31
Sensor-95,23.99,1.74,8.24,57.87,11.72,3.99,2025-06-03 02:06:41
Sensor-96,22.03,0.40,7.78,43.11,6.48,6.17,2025-06-02 21:49:54
Sensor-97,16.86,0.75,4.49,48.87,2.29,0.72,2025-06-02 16:35:44
Sensor-98,34.52,1.16,4.06,64.42,5.97,5.98,2025-06-03 05:22:52
Sensor-99,19.11,0.66,5.88,52.41,6.01,14.01,2025-06-02 21:02:46
Sensor-100,36.83,1.50,9.00,58.19,11.03,10.22,2025-06-03 03:03:07
Sensor-1,21.67,0.00,7.31,16.46,11.08,9.63,2025-06-02 12:01:34
Sensor-2,23.45,0.15,8.38,22.97,7.95,3.05,2025-06-03 02:45:59
Sensor-3,39.27,0.99,3.37,75.16,14.03,13.14,2025-06-03 00:05:24
Sensor-4,39.06,1.50,7.43,87.53,10.81,1.71,2025-06-02 22:37:44
Sensor-5,22.86,0.11,7.47,42.80,5.25,9.74,2025-06-02 18:55:46
Sensor-6,28.48,0.31,7.22,37.45,5.77,7.25,2025-06-02 18:30:30
Sensor-7,12.87,0.75,7.80,96.59,9.81,5.89,2025-06-02 17:05:42
Sensor-8,21.07,0.38,7.04,28.51,5.23,3.28,2025-06-03 08:54:44
Sensor-9,20.38,1.53,8.89,94.65,7.19,9.52,2025-06-03 08:43:10
Sensor-10,24.62,0.29,7.88,38.81,10.82,6.65,2025-06-02 21:10:39
Sensor-11,26.55,0.50,8.18,7.38,6.67,6.62,2025-06-02 20:55:07
Sensor-12,35.24,1.57,4.10,42.29,5.73,11.51,2025-06-02 23:58:26
Sensor-13,26.18,0.45,7.94,42.72,5.61,7.56,2025-06-02 21:01:47
Sensor-14,23.09,0.45,7.82,19.87,10.24,4.11,2025-06-02 23:05:38
Sensor-15,21.92,1.26,6.62,52.94,9.99,8.78,2025-06-02 09:54:12
Sensor-16,28.09,1.21,5.87,95.52,5.04,5.90,2025-06-02 20:29:19
Sensor-17,23.91,0.14,6.92,45.81,11.43,5.55,2025-06-03 07:32:54
Sensor-18,25.78,0.23,6.89,1.40,11.03,9.69,2025-06-02 17:42:25
Sensor-19,20.84,0.46,7.38,16.22,8.56,4.94,2025-06-03 09:14:19
Sensor-20,25.39,0.26,7.84,16.65,5.40,9.71,2025-06-02 19:04:18
Sensor-21,21.74,0.21,8.37,21.81,10.16,3.76,2025-06-03 05:03:40
Sensor-22,23.01,0.73,8.02,71.92,12.94,10.63,2025-06-02 19:28:58
Sensor-23,16.42,0.57,8.00,51.25,8.46,5.94,2025-06-02 18:19:17
